species_code,source,gear,year,q,lat,lon,location,ICES,depth_m,bottom,minutes,bottom_c,bottom_nr,shells,ross,remark,book,ostrea_edulis_pres,ostrea_edulis_shell_pres
1905-34,W,O,1905,,54.73,4.48,Oestergrond,38F4,50,x,120,,,,,,,1,0
1905-37,W,O,1905,,54.27,5.25,Borkummer rif Wrand,37F5,42,r,120,,,,,,,1,0
1905-39,W,O,1905,,53.9,5.9,Borkummer rif,36F5,49,ms,120,,,,,,,0,0
1905-41,W,O,1905,,53.52,5,ls Terschelling NO van,36F4,32,s,120,,,,,,,0,0
1905-42,W,O,1905,,53.72,4.63,ls Terschelling N van,36F4,34,s,120,,,,,,,1,0
1905-44,W,O,1905,,53,4.2,ls Haaks bij,34F4,30,s,120,,,,,,,0,0
1905-46,W,O,1905,,53.58,5.27,Terschellinger vlakte,36F5,27,x,120,,,,,,,0,0
1905-47,W,O,1905,,53.83,4.88,Terschellinger vlakte,36F4,40,x,120,,,,,,,1,0
1905-49,W,O,1905,,54.22,4.2,Oestergrond,37F4,50,x,120,,,,,,,1,0
1905-50,W,O,1905,,54.8,5.1,Barrendiep,38F5,42,x,120,,,,,,,1,0
1905-51,W,O,1905,,54.33,5.62,Oestergrond,37F5,45,x,120,,,,,,,1,0
1905-64,W,O,1905,,52.83,3.33,Bruine Bank Nzijde,34F3,30,x,120,,,,,,,0,0
1905-65,W,O,1905,,52.83,3.33,Bruine Bank Nzijde,34F3,30,x,120,,,,,,,0,0
1905-66,W,O,1905,,52.75,4,Breeveertien,34F3,28,x,120,,,,,,,0,0
1905-67,W,O,1905,,52.75,4,x,34F3,28,x,120,,,,,,,0,0
1905-72,W,O,1905,,54.88,2.37,Doggersbank,38F2,28,x,120,,,,,,,0,0
1905-73,W,O,1905,,54.88,2.37,Doggersbank,38F2,29,x,60,,,,,,,0,0
1905-87,W,O,1905,,52.9,2.6,Winterton twenties,34F2,37,x,60,,,,,,,0,1
1906-8,W,O,1906,,51.68,2.37,Diepwaterkanaal Zorand,32F2,36,x,60,,,,,,,0,0
1906-19,W,O,1906,,52.63,3.55,Bruine Bank,34F3,32,x,240,,,,,,,0,0
1906-32,W,O,1906,,52.65,3.47,Bruine Bank,34F3,35,x,150,,,,,,,0,0
1906-38,W,Os,1906,,52.97,4.25,ls Haaks bij,34F4,30,x,30,,,,,,,0,0
1906-39,W,Os,1906,,53.45,4.8,ls Terschellingerbank bij,35F4,25,x,30,,,,,,,0,0
1906-40,W,Os,1906,,54.33,4.27,Oestergrond,37F4,50,x,30,,,,,,,1,0
1906-41,W,Os,1906,,56.75,3.83,Grote Vissersbank,42F3,55,s,30,,,,,,,0,0
1906-43,W,Os,1906,,56.43,0,Cemetary,4.10E+10,72,ssh,30,,,,,,,0,0
1906-44,W,O,1906,,56.87,1.22,Aberdeen dwars van,42F1,67,ssh,60,,,,,,,0,0
1906-50,W,O,1906,,54.3,1.83,Doggersbank,37F1,33,ssh,120,,,,,,,0,0
1906-52,W,Os,1906,,52.48,2.45,Diepwaterkanaal Z van H8,33F2,47,ssh,30,,,,,,,0,0
1906-53,W,Os,1906,,52.63,3.3,Bruine Bank Wzijde,34F3,37,x,30,,,,,,,0,0
1906-56,W,Os,1906,,53.65,4.43,Egmond bij st H10 voor,36F4,23,  x,60,,,,,,,0,0
1906-57,W,Os,1906,,52.92,4.3,ls Haaks bij,34F4,27,x,120,,,,,,,0,0
1906-58,W,Os,1906,,53.23,4.25,Station H1,35F4,30,s,30,,,,,,,0,0
1906-59,W,Os,1906,,53.73,3.47,Station H2,36F3,42,x,30,,,,,,,0,1
1906-60,W,Os,1906,,54.08,2.95,Station H3,37F2,68,c,30,,,,,,,0,0
1906-61,W,Os,1906,,54.47,2.27,Doggersbank Station H4,37F2,16,x,30,,,,,,,0,0
1906-63,W,Os,1906,,55.17,0.33,Station H4b,39F0,65,x,30,,,,,,,0,0
1906-64,W,Os,1906,,54.42,0.67,Station H4c,37F0,45,x,30,,,,,,,0,0
1906-68,W,Os,1906,,53.67,2.47,Station H8,36F2,50,x,75,,,,,,,0,1
1906-69,W,Os,1906,,52.5,3,Station 8a,33F2,34,x,30,,,,,,,0,0
1906-70,W,Os,1906,,52.25,3.47,Station 9,33F3,29,x,30,,,,,,,0,0
1906-71,W,Os,1906,,52.25,3.47,Station 9,33F3,28,x,60,,,,,,,0,0
1906-72,W,Os,1906,,52.5,3,Station 8a,33F2,42,x,30,,,,,,,0,1
1907-2,W,Os,1907,,53.23,4.25,Station H1,35F4,27,x,60,,,,,,,0,0
1907-3,W,Os,1907,,53.73,3.47,Station H2,36F3,39,x ,30,,,,,,,1,0
1907-4,W,Os,1907,,54.08,2.95,Station H3,37F2,40,x,30,,,,,,,0,0
1907-13,W,Os,1907,,52.5,3,Station H 8a,33F2,37,x,30,,,,,,,0,0
1907-19,W,O,1907,,53.25,4.58,Haaksgronden,35F4,23,x,60,,,,,,,0,1
1907-20,W,O,1907,,53.45,4.72,ls Terschellingerbank bij,35F4,25,x ,240,,,,,,,0,0
1907-21,W,O,1907,,53.08,4.12,ls Haaks N van,35F4,29,x ,180,,,,,,,0,0
1907-22,W,O,1907,,52.73,4,Egmond dwars van,34F3,23,x,180,,,,,,,0,0
1907-35,W,O,1907,,52.12,3.92,Breeveertien hoogte van Scheveningen,33F3,21,ms,120,,,,,,,0,0
1907-46,W,O,1907,,53.62,5.45,Station H 19,36F5,29,x ,120,,,,,,,1,0
1907-47,W,O,1907,,53.53,4.43,Station H 19 Terschellingerbank,36F4,35,c,120,,,,,,,1,0
1907-48,W,O,1907,,53.05,4.28,Station 13 Haaksgronden,35F4,28,x ,120,,,,,,,0,0
1907-49,W,O,1907,,52.7,3.62,Station 12 Bruine Bank,34F3,29,x ,120,,,,,,,0,0
1907-51,W,O,1907,,52.15,3.95,Maasgronden,33F3,22,x ,120,,,,,,,0,0
1907-79,W,O,1907,,54.42,1.77,Doggersbank Wzijde,37F1,21,x ,60,,,,,,,0,0
1907-80,W,O,1907,,54.35,1.63,Doggersbank Wzijde,37F1,45,x ,120,,,,,,,0,0
1907-83,W,Os,1907,,54.6,1.13,Doggersbankbocht ingang,38F1,58,x ,120,,,,,,,0,0
1907-85,W,Os,1907,,52.8,4.48,Callantsoog dwars van,34F4,25,x ,60,,,,,,,0,0
1907-86,W,Os,1907,,52.07,2.68,Diepwaterkanaal middelgrond van,33F2,45,x ,60,,,,,,,0,0
1907-87,W,Os,1907,,52.6,2.75,Diepwaterkanaal Orand Ngedeelte,34F2,45,x ,60,,,,,,,0,1
1907-88,W,Os,1907,,52.72,3.5,Bruine Bank,34F3,31,x ,60,,,,,,,0,0
1907-89,W,Os,1907,,53,4.2,ls Haaks 6 mijn NW,34F4,28,s,120,,,,,,,0,0
1907-113,W,O,1907,,52.92,4.28,ls Haaks bij,34F4,27,x ,120,,,,,,,0,0
1907-114,W,O,1907,,54.55,0.9,Doggersbank W van,38F0,60,x ,120,,,,,,,0,0
1907-115,W,O,1907,,55.41,2.17,Doggersbank,39F2,45,x ,120,,,,,,,0,0
1907-116,W,O,1907,,54.38,2.56,Doggersbank,37F2,0,x ,120,,,,,,,0,0
1907-117,W,O,1907,,52.5,3,Station H 8a,33F2,40,x ,120,,,,,,,0,0
1907-142,W,O,1907,,53.5,3.72,Bruine Bank O zijde,35F3,28,x ,180,,,,,,,0,0
1907-143,W,O,1907,,53.02,4.23,Station H13 ls Haaks ong 3 N.t.W.,35F4,32,s,120,,,,,,,0,0
1907-147,W,O,1907,,54.37,4.67,Doggersbank,37F4,24,x,180,,,,,,,0,0
1907-148,W,O,1907,,53.13,3.88,Station H14,35F3,27,x,120,,,,,,,0,0
1908-4,W,O,1908,,53.23,4.58,x,35F4,27,ssh,120,,,,,,,0,0
1908-15,W,O,1908,,53.92,6.92,x,36F6,27,x,120,,,,,,,0,0
1908-17,W,O,1908,,53.05,4.18,x,35F4,27,s,120,,,,,,,0,0
1908-19,W,O,1908,,52.5,3,x,33F2,30,x,120,,,,,,,0,0
1908-35,W,O,1908,,51.8,3.58,x,32F3,20,x ,120,,,,,,,0,0
1908-38,W,O,1908,,52.53,4,x,34F3,21,x,120,,,,,,,0,0
1908-41,W,Os,1908,,52.5,3.37,x,33F3,30,x,180,,,,,,,0,0
1908-97,W,O,1908,,54.72,1.55,Doggersbank,38F1,25,x,120,,,,,,,0,0
1908-98,W,O,1908,,54.83,1.43,Doggersbank,38F1,43,x,60,,,,,,,0,0
1908-107,W,O,1908,,60.18,2.5,x,49F2,100,ssh,60,,,,,,,0,0
1908-112,W,O,1908,,57.6,2.17,x,44F2,86,x ,60,,,,,,,0,0
1908-117,W,O,1908,,52.05,4.18,x,33F4,28,s,120,,,,,,,0,0
1908-118,W,Os,1908,,52.62,3.38,x,34F3,36,x,60,,,,,,,0,0
1908-147,W,Os,1908,,53.03,4.27,x,35F4,28,s,60,,,,,,,0,0
1908-148,W,Os,1908,,53.43,4.82,x,35F4,27,x,120,,,,,,,0,0
1909-4,W,O,1909,,51.55,2.25,Z Diepwaterkanaal,32F2,37,x,180,,,,,,,0,0
1909-9,W,O,1909,,52.33,3.37,x,33F3,29,sv,495,,,,,,,0,0
1909-17,W,O,1909,,54.08,4.6,x,37F4,43,x,180,,,,,,,1,0
1909-23,W,O,1909,,53,4.23,x,34F4,32,x,195,,,,,,,0,0
1909-39,W,O,1909,,50.81,0.8,DW van Hastings,30F0,38,x,180,,,,,,,0,0
1909-43,W,O,1909,,50.55,1.32,bij Boulogne,30F1,35,x ,120,,,,,,,0,0
1909-49,W,O,1909,,52,2.93,x,32F2,35,x,195,,,,,,,0,0
1909-58,W,O,1909,,52.7,3.62,x,34F3,35,x ,120,,,,,,,0,0
1909-60,W,O,1909,,52.63,4.47,x,34F4,18,x,120,,,,,,,0,0
1909-61,W,O,1909,,53.25,3.5,Station H15,35F3,30,x,120,,,,,,,1,0
1909-62,W,O,1909,,53.13,3.88,Station H14,35F3,28,x,120,,,,,,,0,0
1909-64,W,O,1909,,53.45,4.8,Station H17,35F4,34,x,120,,,,,,,0,0
1909-66,W,O,1909,,54.57,6.25,x,38F6,40,s,160,,,,,,,1,0
1909-68,W,O,1909,,55.52,3.83,Doggersbank,40F3,30,s,120,,,,,,,0,0
1909-79,W,O,1909,,54.23,1.87,x,37F1,37,x ,75,,,,,,,0,0
1909-91,W,O,1909,,54.7,1.88,Doggersbank N van Patcg,38F1,25,s,120,,,,,,,0,0
1909-96,W,O,1909,,56.65,5.22,x,42F5,62,x,120,,,,,,,0,0
1910-5,W,O,1910,,51.85,2.32,x,32F2,58,x,120,,,,,,,0,0
1910-25,W,O,1910,,52.28,2.85,x,33F2,38,x,120,,,,,,,0,0
1910-32,W,O,1910,,52.17,2.23,x,33F2,52,x,180,,,,,,,0,0
1910-36,W,O,1910,,54,1,x,36F0,48,x,60,,,,,,,0,0
1910-69,W,O,1910,,53.8,4.52,Oestergrond,36F4,40,x,120,,,,,,,1,0
1910-70,W,O,1910,,54.78,4.47,Modderkanaal,38F4,48,x,120,,,,,,,1,0
1910-71,W,O,1910,,56.08,4.42,x,41F4,70,x ,60,,,,,,,0,0
1910-72,W,O,1910,,54.58,2.12,Doggersbank ZW vlakte van,38F2,23,x,120,,,,,,,0,0
1910-75,W,O,1910,,53.13,3.88,x,35F3,27,x ,60,,,,,,,0,0
1910-77,W,O,1910,,52.7,3.62,x,34F3,29,x,120,,,,,,,0,0
1910-78,W,O,1910,,52.67,4,x,34F3,26,v,60,,,,,,,0,0
1910-119,W,O,1910,,55.58,3.1,Doggersbank Nrand,40F3,50,x,120,,,,,,,0,0
1911-32,W,O,1911,,54.04,0.73,x,37F0,54,x,150,,,,,,,0,0
1911-165,W,O,1911,,54.4,1.42,x,37F1,50,x,495,,,,,,,0,0
1911-167,W,O,1911,,52.8,4.3,Bij Haaks LS,34F4,27,x,80,,,,,,,0,0
